SessionID,UserID,Timestamp,PageType,DeviceType,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
S3139,U745,2024-11-07 22:49:40,Product,Mobile,Social,90,0,0
S3140,U918,2024-02-02 12:01:54,Home,Desktop,Ads,34,0,0
S3141,U709,2024-07-14 21:52:40,Product,Desktop,Direct,54,0,0
S3142,U214,2024-02-02 10:17:01,Cart,Desktop,Ads,282,4,0
S3143,U777,2024-07-16 08:55:49,Home,Desktop,Direct,28,0,0
S3144,U508,2024-12-13 06:12:31,Home,Mobile,Direct,23,0,0
S3145,U562,2024-12-07 19:50:50,Product,Mobile,Ads,142,0,0
S3146,U684,2024-06-20 00:23:34,Cart,Tablet,Ads,61,3,1
S3147,U931,2024-01-10 23:28:32,Home,Mobile,Direct,18,0,0
S3148,U782,2024-02-06 09:19:11,Product,Mobile,Direct,175,0,0
S3149,U406,2024-08-19 08:08:37,Home,Desktop,Ads,33,0,0
S3150,U623,2024-12-12 00:37:41,Home,Desktop,Direct,20,0,0
S3151,U714,2024-09-17 08:41:45,Home,Tablet,Direct,39,0,0
S3152,U692,2024-09-17 07:25:35,Cart,Desktop,Direct,280,3,1
S3153,U334,2024-10-04 01:12:07,Home,Tablet,Direct,35,0,0
S3154,U215,2024-05-17 17:12:18,Home,Mobile,Ads,8,0,0
S3155,U281,2024-07-08 07:53:33,Home,Desktop,Ads,41,0,0
S3156,U441,2024-10-07 17:35:34,Home,Mobile,Social,21,0,0
S3157,U286,2024-04-23 17:33:31,Product,Desktop,Social,58,1,0
S3158,U955,2024-08-24 19:58:44,Home,Mobile,Ads,45,0,0
S3159,U126,2024-04-13 03:59:16,Home,Mobile,Direct,8,0,0
S3160,U256,2024-08-05 19:20:37,Home,Mobile,Direct,34,0,0
S3161,U693,2024-10-22 04:10:19,Home,Desktop,Direct,34,0,0
S3162,U228,2024-01-01 03:11:59,Home,Mobile,Ads,26,0,0
S3163,U372,2024-07-26 15:02:20,Home,Desktop,Direct,15,0,0
S3164,U546,2024-02-23 09:12:51,Cart,Mobile,Social,137,2,1
S3165,U555,2024-08-21 18:30:37,Home,Mobile,Ads,16,0,0
S3166,U191,2024-04-26 11:16:03,Home,Tablet,Direct,34,0,0
S3167,U466,2024-09-13 18:39:17,Product,Mobile,Social,109,0,0
S3168,U831,2024-06-07 05:03:07,Home,Mobile,Ads,57,0,0
S3169,U449,2024-03-13 11:03:18,Cart,Mobile,Ads,282,3,1
S3170,U510,2024-05-09 02:39:54,Product,Desktop,Social,109,0,0
S3171,U385,2024-10-18 10:56:51,Home,Mobile,Direct,27,0,0
S3172,U539,2024-05-03 10:53:26,Product,Desktop,Ads,153,0,0
S3173,U128,2024-11-01 21:52:37,Home,Mobile,Direct,10,0,0
S3174,U865,2024-01-26 08:57:11,Product,Mobile,Direct,165,2,0
S3175,U686,2024-10-19 10:32:41,Home,Mobile,Ads,35,0,0
S3176,U987,2024-06-04 14:50:16,Home,Mobile,Direct,41,0,0
S3177,U553,2024-04-15 04:41:31,Home,Desktop,Direct,34,0,0
S3178,U959,2024-05-06 18:42:58,Product,Tablet,Ads,31,1,0
S3179,U659,2024-06-12 23:03:01,Product,Mobile,Social,156,1,0
S3180,U815,2024-08-13 22:29:08,Home,Desktop,Direct,58,0,0
S3181,U490,2024-08-08 06:53:11,Home,Desktop,Direct,25,0,0
S3182,U702,2024-04-11 10:44:10,Cart,Mobile,Direct,276,4,0
S3183,U839,2024-08-20 16:05:33,Product,Mobile,Ads,136,0,0
S3184,U469,2024-04-05 16:34:54,Product,Mobile,Ads,136,1,0
S3185,U216,2024-01-28 08:01:23,Home,Mobile,Ads,48,0,0
S3186,U952,2024-08-19 11:11:00,Home,Desktop,Social,58,0,0
S3187,U531,2024-05-02 02:18:31,Home,Tablet,Ads,22,0,0
S3188,U627,2024-08-12 23:10:37,Home,Mobile,Direct,7,0,0
S3189,U107,2024-01-20 02:07:38,Home,Desktop,Ads,11,0,0
S3190,U405,2024-07-24 23:14:48,Cart,Mobile,Social,239,3,1
S3191,U798,2024-12-02 00:05:54,Home,Tablet,Social,48,0,0
S3192,U541,2024-07-12 05:04:05,Home,Mobile,Direct,42,0,0
S3193,U114,2024-11-14 12:44:15,Product,Mobile,Direct,127,0,0
S3194,U601,2024-10-20 16:54:46,Home,Mobile,Direct,35,0,0
S3195,U901,2024-04-29 19:37:40,Product,Tablet,Direct,112,3,0
S3196,U924,2024-08-24 08:39:47,Home,Mobile,Social,28,0,0
S3197,U364,2024-11-06 06:34:01,Home,Mobile,Direct,26,0,0
S3198,U888,2024-06-11 14:53:00,Home,Mobile,Direct,6,0,0
S3199,U718,2024-08-24 05:12:32,Home,Tablet,Direct,48,0,0
S3200,U264,2024-11-28 06:32:29,Home,Mobile,Direct,10,0,0
S3201,U538,2024-12-08 06:48:59,Home,Desktop,Direct,46,0,0
S3202,U882,2024-05-02 17:22:56,Product,Mobile,Direct,163,2,0
S3203,U387,2024-10-02 09:40:22,Cart,Tablet,Social,196,3,1
S3204,U646,2024-11-05 11:28:41,Home,Mobile,Direct,32,0,0
S3205,U115,2024-02-12 01:52:30,Home,Mobile,Direct,36,0,0
S3206,U672,2024-02-19 15:40:06,Home,Mobile,Ads,32,0,0
S3207,U554,2024-12-27 10:59:15,Product,Mobile,Social,28,0,0
S3208,U238,2024-10-05 22:50:21,Home,Mobile,Direct,49,0,0
S3209,U177,2024-02-27 04:42:00,Product,Tablet,Direct,93,3,0
S3210,U357,2024-03-29 20:38:27,Product,Desktop,Direct,176,1,0
S3211,U454,2024-09-27 11:14:17,Home,Mobile,Ads,51,0,0
S3212,U572,2024-08-03 04:39:26,Home,Desktop,Direct,7,0,0
S3213,U626,2024-03-08 21:31:08,Home,Mobile,Ads,23,0,0
S3214,U615,2024-05-05 22:41:04,Product,Mobile,Ads,54,1,0
S3215,U148,2024-01-13 05:00:01,Product,Mobile,Direct,130,0,0
S3216,U392,2024-09-10 07:00:36,Home,Desktop,Social,42,0,0
S3217,U214,2024-02-24 08:22:11,Cart,Desktop,Direct,176,1,1
S3218,U729,2024-10-24 05:34:44,Product,Tablet,Ads,141,1,0
S3219,U561,2024-06-19 06:04:32,Cart,Mobile,Ads,204,4,1
S3220,U601,2024-03-06 21:54:53,Home,Desktop,Ads,8,0,0
S3221,U801,2024-03-06 21:52:02,Product,Desktop,Direct,64,0,0
S3222,U770,2024-07-29 20:12:47,Home,Desktop,Ads,12,0,0
S3223,U352,2024-11-17 01:25:01,Home,Mobile,Ads,27,0,0
S3224,U495,2024-08-24 11:10:48,Cart,Mobile,Ads,224,4,0
S3225,U373,2024-08-30 09:18:12,Product,Mobile,Direct,34,3,0
S3226,U112,2024-01-14 21:20:37,Product,Desktop,Ads,20,3,0
S3227,U627,2024-01-27 20:16:42,Product,Mobile,Direct,129,0,0
S3228,U626,2024-12-17 11:14:21,Home,Mobile,Social,12,0,0
S3229,U360,2024-04-08 19:07:02,Cart,Mobile,Direct,41,4,0
S3230,U315,2024-11-14 05:49:13,Home,Mobile,Direct,29,0,0
S3231,U561,2024-09-30 15:07:54,Product,Mobile,Ads,173,0,0
S3232,U346,2024-09-06 23:14:49,Home,Mobile,Direct,50,0,0
S3233,U624,2024-09-13 17:37:24,Home,Mobile,Direct,52,0,0
S3234,U700,2024-07-23 22:27:45,Home,Mobile,Social,18,0,0
S3235,U413,2024-05-02 03:22:18,Home,Desktop,Social,45,0,0
S3236,U380,2024-11-22 02:59:49,Home,Mobile,Direct,40,0,0
S3237,U929,2024-02-04 18:35:21,Product,Tablet,Ads,153,0,0
S3238,U827,2024-04-08 02:42:44,Home,Mobile,Direct,51,0,0
S3239,U706,2024-06-23 13:55:39,Home,Mobile,Ads,9,0,0
S3240,U254,2024-02-13 18:42:58,Cart,Mobile,Direct,54,3,0
S3241,U680,2024-03-22 14:10:59,Cart,Mobile,Direct,219,2,1
S3242,U271,2024-02-26 14:04:31,Home,Desktop,Direct,17,0,0
S3243,U279,2024-12-11 05:44:30,Home,Mobile,Ads,47,0,0
S3244,U544,2024-05-27 08:17:12,Home,Tablet,Ads,18,0,0
S3245,U832,2024-05-29 23:57:36,Home,Mobile,Social,32,0,0
S3246,U481,2024-05-29 00:29:28,Product,Mobile,Social,82,0,0
S3247,U666,2024-04-22 09:03:30,Cart,Desktop,Direct,121,1,0
S3248,U873,2024-01-19 09:28:14,Product,Mobile,Ads,130,1,0
S3249,U299,2024-05-02 06:43:30,Home,Desktop,Ads,13,0,0
S3250,U135,2024-01-02 10:01:10,Home,Desktop,Direct,44,0,0
S3251,U286,2024-01-02 08:41:59,Home,Desktop,Social,36,0,0
S3252,U548,2024-11-19 22:17:34,Home,Mobile,Ads,24,0,0
S3253,U543,2024-12-14 07:35:26,Product,Mobile,Direct,86,1,0
S3254,U762,2024-06-01 14:54:28,Cart,Mobile,Direct,35,2,1
S3255,U388,2024-01-01 14:46:45,Product,Mobile,Direct,113,1,0
S3256,U890,2024-08-28 05:53:53,Home,Mobile,Direct,49,0,0
S3257,U540,2024-06-11 23:47:53,Home,Mobile,Direct,17,0,0
S3258,U843,2024-08-08 09:11:08,Home,Mobile,Direct,9,0,0
S3259,U903,2024-01-06 23:47:11,Home,Mobile,Ads,29,0,0
S3260,U750,2024-08-07 17:11:51,Home,Mobile,Ads,24,0,0
S3261,U900,2024-08-26 14:17:56,Home,Mobile,Social,58,0,0
S3262,U284,2024-05-20 23:36:15,Home,Mobile,Direct,22,0,0
S3263,U123,2024-09-26 05:13:03,Home,Mobile,Social,51,0,0
S3264,U541,2024-12-08 05:11:18,Product,Tablet,Direct,64,0,0
S3265,U691,2024-08-05 02:53:22,Product,Mobile,Direct,133,2,0
S3266,U666,2024-11-27 23:07:56,Home,Tablet,Social,51,0,0
S3267,U242,2024-12-31 08:22:50,Home,Mobile,Direct,59,0,0
S3268,U220,2024-06-27 20:49:46,Home,Mobile,Direct,15,0,0
S3269,U599,2024-04-25 06:21:23,Home,Mobile,Direct,23,0,0
S3270,U789,2024-11-05 14:45:55,Product,Mobile,Direct,33,1,0
S3271,U241,2024-06-18 05:24:50,Home,Mobile,Ads,58,0,0
S3272,U442,2024-07-17 22:17:58,Home,Mobile,Social,49,0,0
S3273,U838,2024-10-11 01:14:50,Home,Tablet,Direct,48,0,0
S3274,U797,2024-04-24 01:00:07,Home,Desktop,Direct,28,0,0
S3275,U898,2024-07-15 10:22:31,Home,Desktop,Direct,45,0,0
S3276,U608,2024-11-18 12:51:48,Home,Mobile,Social,5,0,0
S3277,U164,2024-09-02 11:46:09,Home,Tablet,Social,55,0,0
S3278,U381,2024-01-21 12:30:54,Home,Mobile,Direct,47,0,0
S3279,U281,2024-07-14 09:13:10,Home,Mobile,Direct,59,0,0
S3280,U105,2024-01-23 16:25:40,Home,Mobile,Social,26,0,0
S3281,U287,2024-03-03 11:51:44,Product,Desktop,Direct,38,0,0
S3282,U529,2024-01-29 03:38:13,Home,Tablet,Social,22,0,0
S3283,U106,2024-07-05 23:37:43,Home,Desktop,Social,16,0,0
S3284,U193,2024-02-15 02:46:13,Home,Tablet,Ads,59,0,0
S3285,U926,2024-02-12 09:53:08,Cart,Mobile,Direct,216,4,0
S3286,U861,2024-05-20 20:51:49,Home,Desktop,Ads,37,0,0
S3287,U940,2024-08-09 04:14:07,Home,Mobile,Direct,23,0,0
S3288,U707,2024-05-01 21:51:15,Product,Mobile,Direct,145,1,0
S3289,U998,2024-07-14 19:17:53,Home,Mobile,Ads,53,0,0
S3290,U332,2024-11-10 20:32:03,Product,Desktop,Ads,57,3,0
S3291,U707,2024-08-03 16:04:40,Home,Desktop,Direct,17,0,0
S3292,U709,2024-04-09 20:15:37,Home,Mobile,Direct,27,0,0
S3293,U739,2024-11-03 23:35:22,Product,Tablet,Social,47,1,0
S3294,U924,2024-04-30 17:22:30,Product,Mobile,Social,65,1,0
S3295,U136,2024-04-10 03:01:40,Home,Mobile,Ads,12,0,0
S3296,U327,2024-09-22 20:57:23,Home,Mobile,Direct,48,0,0
S3297,U548,2024-04-09 10:24:21,Home,Desktop,Direct,59,0,0
S3298,U530,2024-07-24 19:23:45,Home,Desktop,Social,59,0,0
S3299,U139,2024-10-16 10:59:49,Home,Mobile,Ads,26,0,0
S3300,U406,2024-12-27 13:04:22,Home,Mobile,Direct,25,0,0
S3301,U425,2024-11-06 18:25:21,Home,Tablet,Ads,30,0,0
S3302,U515,2024-12-21 08:27:36,Home,Mobile,Direct,44,0,0
S3303,U935,2024-06-21 13:29:18,Cart,Mobile,Direct,94,1,0
S3304,U460,2024-02-01 02:13:42,Home,Mobile,Direct,10,0,0
S3305,U846,2024-11-16 06:18:47,Home,Mobile,Social,27,0,0
S3306,U209,2024-01-17 12:10:36,Home,Desktop,Ads,55,0,0
S3307,U339,2024-02-08 17:32:59,Cart,Mobile,Ads,187,4,0
S3308,U197,2024-08-21 09:58:40,Cart,Mobile,Direct,175,1,1
S3309,U798,2024-05-31 02:20:58,Home,Desktop,Direct,27,0,0
S3310,U515,2024-10-05 11:43:58,Product,Tablet,Direct,168,0,0
S3311,U815,2024-12-31 06:03:55,Home,Mobile,Direct,43,0,0
S3312,U782,2024-02-22 12:27:52,Home,Tablet,Ads,27,0,0
S3313,U992,2024-01-24 02:46:34,Home,Desktop,Ads,31,0,0
S3314,U180,2024-05-04 02:01:34,Home,Mobile,Ads,49,0,0
S3315,U999,2024-05-14 18:30:10,Cart,Desktop,Direct,117,4,0
S3316,U132,2024-06-19 03:01:51,Home,Tablet,Direct,55,0,0
S3317,U821,2024-03-15 06:41:55,Product,Mobile,Ads,154,1,0
S3318,U825,2024-10-15 14:47:10,Home,Mobile,Direct,54,0,0
S3319,U782,2024-10-18 15:47:27,Product,Mobile,Social,110,0,0
S3320,U793,2024-08-29 13:50:22,Home,Mobile,Ads,10,0,0
S3321,U806,2024-12-14 11:05:30,Home,Mobile,Direct,31,0,0
S3322,U999,2024-03-24 07:24:20,Home,Mobile,Ads,13,0,0
S3323,U165,2024-01-28 23:10:09,Home,Desktop,Social,57,0,0
S3324,U769,2024-05-10 19:18:12,Product,Desktop,Direct,131,2,0
S3325,U467,2024-05-14 09:57:43,Product,Mobile,Direct,106,0,0
S3326,U250,2024-01-18 17:59:52,Home,Mobile,Direct,24,0,0
S3327,U683,2024-12-31 06:44:59,Home,Desktop,Direct,41,0,0
S3328,U944,2024-07-31 15:03:05,Home,Mobile,Ads,58,0,0
S3329,U369,2024-01-18 02:56:15,Product,Desktop,Social,44,1,0
S3330,U373,2024-09-26 16:10:01,Product,Desktop,Social,60,0,0
S3331,U683,2024-11-25 10:31:28,Home,Mobile,Social,10,0,0
S3332,U982,2024-03-28 09:24:56,Home,Mobile,Direct,15,0,0
S3333,U442,2024-05-07 10:02:11,Home,Mobile,Direct,42,0,0
S3334,U174,2024-07-10 13:14:21,Home,Mobile,Direct,10,0,0
S3335,U288,2024-04-21 00:29:34,Home,Mobile,Direct,49,0,0
S3336,U742,2024-03-13 12:49:26,Product,Mobile,Ads,85,0,0
S3337,U908,2024-03-26 22:52:26,Home,Desktop,Direct,44,0,0
S3338,U685,2024-01-16 11:16:41,Product,Desktop,Social,136,0,0
S3339,U464,2024-04-04 20:54:14,Home,Desktop,Ads,39,0,0
S3340,U622,2024-04-08 08:42:41,Home,Mobile,Social,37,0,0
S3341,U493,2024-06-01 11:07:48,Home,Desktop,Ads,28,0,0
S3342,U388,2024-12-14 02:54:39,Product,Tablet,Social,135,0,0
S3343,U442,2024-10-19 21:59:57,Product,Mobile,Ads,20,1,0
S3344,U561,2024-05-05 13:09:56,Product,Desktop,Direct,145,0,0
S3345,U419,2024-03-06 01:05:34,Home,Mobile,Social,47,0,0
S3346,U787,2024-11-08 06:49:08,Product,Desktop,Social,166,1,0
S3347,U568,2024-05-23 17:03:36,Home,Mobile,Direct,27,0,0
S3348,U125,2024-09-26 20:57:57,Home,Mobile,Direct,23,0,0
S3349,U920,2024-05-13 16:39:48,Product,Mobile,Ads,92,1,0
S3350,U285,2024-03-14 10:01:41,Home,Tablet,Direct,5,0,0
S3351,U169,2024-05-16 22:12:21,Cart,Mobile,Ads,265,2,1
S3352,U840,2024-01-02 15:51:16,Product,Mobile,Direct,108,1,0
S3353,U615,2024-06-18 12:45:32,Home,Mobile,Ads,49,0,0
S3354,U847,2024-08-16 13:36:07,Product,Mobile,Direct,115,1,0
S3355,U271,2024-09-30 09:32:52,Product,Mobile,Ads,50,1,0
S3356,U868,2024-10-27 06:03:44,Home,Mobile,Ads,46,0,0
S3357,U168,2024-07-31 14:57:58,Cart,Mobile,Social,59,2,0
S3358,U276,2024-11-08 03:04:52,Home,Mobile,Social,56,0,0
S3359,U773,2024-02-07 06:32:49,Cart,Desktop,Direct,117,2,1
S3360,U155,2024-03-09 23:39:09,Home,Desktop,Ads,56,0,0
S3361,U238,2024-09-14 06:48:39,Cart,Mobile,Direct,44,1,1
S3362,U770,2024-03-23 02:36:02,Product,Tablet,Social,128,1,0
S3363,U167,2024-06-12 16:17:36,Cart,Mobile,Ads,183,1,0
S3364,U789,2024-02-19 03:22:22,Product,Desktop,Direct,118,1,0
S3365,U151,2024-04-17 13:48:37,Cart,Mobile,Direct,98,1,0
S3366,U609,2024-05-19 11:45:21,Product,Mobile,Social,165,1,0
S3367,U481,2024-10-05 18:52:07,Home,Desktop,Ads,51,0,0
S3368,U195,2024-06-11 07:22:39,Home,Mobile,Direct,6,0,0
S3369,U102,2024-09-21 22:23:47,Cart,Desktop,Ads,42,1,1
S3370,U567,2024-06-27 11:46:18,Home,Tablet,Direct,8,0,0
S3371,U329,2024-02-21 06:30:28,Product,Desktop,Ads,27,2,0
S3372,U525,2024-09-22 02:37:50,Product,Desktop,Ads,28,1,0
S3373,U405,2024-05-26 20:20:05,Product,Mobile,Social,30,0,0
S3374,U323,2024-02-16 08:15:05,Cart,Mobile,Social,193,3,1
S3375,U940,2024-04-17 03:37:39,Home,Mobile,Direct,17,0,0
S3376,U920,2024-12-03 08:15:32,Home,Mobile,Direct,16,0,0
S3377,U157,2024-05-22 11:41:09,Home,Desktop,Social,41,0,0
S3378,U961,2024-12-18 09:41:06,Home,Tablet,Social,14,0,0
S3379,U492,2024-03-31 19:48:23,Product,Tablet,Direct,149,1,0
S3380,U923,2024-06-01 21:42:09,Home,Mobile,Ads,58,0,0
S3381,U407,2024-09-11 18:36:56,Home,Tablet,Direct,27,0,0
S3382,U801,2024-04-28 21:42:25,Product,Mobile,Direct,176,2,0
S3383,U452,2024-01-04 07:33:45,Home,Desktop,Direct,18,0,0
S3384,U232,2024-11-24 18:02:20,Home,Mobile,Social,30,0,0
S3385,U190,2024-04-24 18:25:28,Cart,Desktop,Ads,226,3,1
S3386,U770,2024-08-03 11:09:35,Product,Mobile,Direct,149,3,0
S3387,U970,2024-07-18 07:43:33,Product,Tablet,Ads,138,2,0
S3388,U708,2024-09-23 21:34:20,Product,Desktop,Social,101,1,0
S3389,U754,2024-04-03 05:54:48,Product,Tablet,Ads,103,0,0
S3390,U369,2024-03-26 16:10:13,Home,Mobile,Direct,9,0,0
S3391,U837,2024-04-19 09:56:46,Cart,Mobile,Direct,243,3,0
S3392,U473,2024-07-25 11:08:20,Home,Mobile,Social,23,0,0
S3393,U928,2024-09-24 18:49:57,Home,Mobile,Social,51,0,0
S3394,U611,2024-06-06 13:05:52,Home,Tablet,Direct,20,0,0
S3395,U897,2024-10-09 15:15:14,Home,Desktop,Ads,28,0,0
S3396,U438,2024-11-05 03:52:23,Home,Mobile,Social,45,0,0
S3397,U839,2024-10-26 20:23:17,Cart,Mobile,Direct,44,4,0
S3398,U547,2024-05-23 23:20:59,Home,Tablet,Direct,29,0,0
S3399,U845,2024-08-18 22:30:50,Product,Mobile,Social,54,0,0
S3400,U313,2024-12-17 20:01:02,Home,Mobile,Direct,59,0,0
S3401,U122,2024-07-26 23:05:42,Product,Mobile,Direct,121,0,0
S3402,U620,2024-02-03 23:54:59,Product,Mobile,Direct,68,1,0
S3403,U430,2024-11-01 10:57:59,Cart,Mobile,Social,173,1,1
S3404,U215,2024-11-27 10:43:01,Cart,Desktop,Direct,261,3,1
S3405,U476,2024-10-28 17:24:57,Product,Tablet,Direct,99,1,0
S3406,U225,2024-12-28 09:21:25,Product,Mobile,Ads,26,2,0
S3407,U766,2024-07-30 10:45:04,Home,Mobile,Social,31,0,0
S3408,U936,2024-02-15 04:24:14,Home,Mobile,Direct,14,0,0
S3409,U563,2024-08-08 00:49:36,Home,Desktop,Direct,38,0,0
S3410,U797,2024-12-16 22:47:10,Home,Mobile,Ads,40,0,0
S3411,U607,2024-12-31 02:48:07,Home,Mobile,Direct,29,0,0
S3412,U181,2024-05-23 01:22:01,Product,Mobile,Social,153,1,0
S3413,U425,2024-03-01 17:55:31,Home,Desktop,Ads,33,0,0
S3414,U543,2024-12-11 07:45:34,Cart,Mobile,Social,203,2,0
S3415,U149,2024-02-13 15:54:38,Home,Desktop,Direct,28,0,0
S3416,U808,2024-07-24 10:58:48,Home,Mobile,Ads,15,0,0
S3417,U327,2024-12-17 10:37:36,Home,Mobile,Ads,30,0,0
S3418,U798,2024-05-05 19:05:43,Home,Mobile,Direct,55,0,0
S3419,U163,2024-09-07 18:24:41,Product,Tablet,Ads,47,0,0
S3420,U934,2024-02-29 05:24:32,Product,Tablet,Direct,109,2,0
S3421,U433,2024-09-09 01:50:15,Home,Tablet,Direct,52,0,0
S3422,U595,2024-11-28 13:37:09,Product,Desktop,Direct,122,0,0
S3423,U427,2024-06-28 20:32:30,Product,Tablet,Direct,78,3,0
S3424,U718,2024-04-26 22:40:42,Home,Mobile,Ads,11,0,0
S3425,U881,2024-06-03 13:35:30,Home,Desktop,Direct,13,0,0
S3426,U135,2024-03-18 01:46:35,Home,Mobile,Direct,49,0,0
S3427,U630,2024-10-28 04:47:38,Home,Tablet,Direct,5,0,0
S3428,U689,2024-10-09 01:10:52,Product,Mobile,Direct,54,1,0
S3429,U836,2024-05-25 01:32:30,Cart,Desktop,Ads,275,3,1
S3430,U340,2024-02-27 14:48:08,Home,Desktop,Ads,49,0,0
S3431,U332,2024-09-28 14:02:47,Product,Desktop,Ads,46,0,0
S3432,U101,2024-04-21 14:06:15,Home,Mobile,Ads,5,0,0
S3433,U900,2024-05-17 11:52:51,Home,Mobile,Direct,31,0,0
S3434,U458,2024-01-14 11:58:19,Home,Mobile,Direct,20,0,0
S3435,U146,2024-07-17 15:03:56,Home,Desktop,Ads,42,0,0
S3436,U882,2024-07-15 09:09:08,Product,Desktop,Direct,106,0,0
S3437,U201,2024-01-06 11:58:32,Home,Mobile,Direct,45,0,0
S3438,U671,2024-09-20 05:16:57,Home,Tablet,Ads,15,0,0
S3439,U782,2024-11-04 06:20:25,Product,Mobile,Ads,146,2,0
S3440,U646,2024-11-29 19:23:37,Home,Mobile,Direct,21,0,0
S3441,U871,2024-04-12 00:07:39,Home,Mobile,Social,39,0,0
S3442,U807,2024-02-29 07:53:05,Home,Mobile,Ads,52,0,0
S3443,U749,2024-02-11 05:12:31,Product,Mobile,Social,135,3,0
S3444,U673,2024-09-17 08:08:32,Product,Mobile,Ads,80,1,0
S3445,U282,2024-10-12 03:43:44,Cart,Mobile,Social,124,3,1
S3446,U316,2024-05-24 07:28:32,Product,Tablet,Direct,69,2,0
S3447,U985,2024-11-06 04:46:41,Home,Desktop,Direct,58,0,0
S3448,U378,2024-06-03 02:37:41,Product,Mobile,Direct,89,1,0
S3449,U106,2024-07-07 13:48:39,Product,Mobile,Ads,69,0,0
S3450,U890,2024-02-17 09:21:08,Product,Mobile,Direct,150,1,0
S3451,U325,2024-10-27 21:21:52,Home,Mobile,Direct,51,0,0
S3452,U779,2024-06-04 01:42:46,Home,Desktop,Direct,17,0,0
S3453,U495,2024-01-25 13:36:11,Home,Mobile,Direct,45,0,0
S3454,U426,2024-04-07 15:28:12,Home,Desktop,Social,38,0,0
S3455,U477,2024-02-03 14:01:58,Home,Desktop,Direct,28,0,0
S3456,U437,2024-06-15 07:43:15,Home,Mobile,Ads,44,0,0
S3457,U706,2024-03-23 03:30:32,Home,Mobile,Direct,36,0,0
S3458,U161,2024-07-04 07:27:25,Product,Desktop,Direct,53,3,0
S3459,U545,2024-03-02 11:25:22,Product,Mobile,Social,140,1,0
S3460,U198,2024-02-22 19:11:41,Product,Mobile,Direct,101,0,0
S3461,U685,2024-04-04 14:59:27,Product,Mobile,Social,172,2,0
S3462,U573,2024-07-25 14:24:56,Home,Mobile,Direct,42,0,0
S3463,U585,2024-03-24 17:43:07,Home,Mobile,Social,18,0,0
S3464,U181,2024-11-05 20:52:21,Product,Desktop,Direct,120,1,0
S3465,U791,2024-10-23 22:58:02,Home,Tablet,Ads,18,0,0
S3466,U647,2024-08-29 10:04:51,Home,Mobile,Direct,29,0,0
S3467,U746,2024-09-23 00:04:58,Home,Tablet,Ads,34,0,0
S3468,U218,2024-08-22 00:48:21,Home,Desktop,Direct,33,0,0
S3469,U131,2024-07-18 00:47:31,Product,Desktop,Ads,41,1,0
S3470,U338,2024-02-18 10:11:15,Home,Mobile,Ads,39,0,0
S3471,U962,2024-01-10 03:12:45,Product,Mobile,Direct,99,3,0
S3472,U676,2024-09-05 14:00:50,Home,Tablet,Direct,59,0,0
S3473,U101,2024-02-24 11:30:31,Home,Mobile,Direct,6,0,0
S3474,U657,2024-09-15 09:48:10,Product,Mobile,Direct,88,3,0
S3475,U707,2024-06-23 19:35:55,Cart,Mobile,Social,177,1,0
S3476,U455,2024-06-14 16:29:01,Product,Mobile,Social,70,0,0
S3477,U123,2024-06-06 22:46:30,Home,Mobile,Direct,45,0,0
S3478,U138,2024-08-16 16:36:13,Product,Tablet,Ads,85,1,0
S3479,U575,2024-06-20 09:57:16,Home,Desktop,Ads,13,0,0
S3480,U240,2024-08-09 02:21:05,Product,Mobile,Direct,41,1,0
S3481,U707,2024-06-29 22:59:02,Product,Mobile,Direct,146,4,0
S3482,U641,2024-03-03 13:34:55,Home,Desktop,Direct,37,0,0
S3483,U180,2024-11-27 09:34:08,Home,Mobile,Ads,5,0,0
S3484,U726,2024-06-01 19:24:53,Home,Mobile,Ads,28,0,0
S3485,U405,2024-05-08 07:37:18,Product,Desktop,Social,144,0,0
S3486,U863,2024-03-26 23:39:34,Home,Mobile,Direct,22,0,0
S3487,U726,2024-02-17 02:42:44,Home,Tablet,Ads,31,0,0
S3488,U953,2024-10-01 01:28:53,Cart,Mobile,Direct,88,3,1
S3489,U998,2024-06-08 04:42:40,Home,Mobile,Ads,36,0,0
S3490,U249,2024-03-28 04:45:35,Home,Mobile,Direct,37,0,0
S3491,U840,2024-12-29 04:30:08,Home,Mobile,Social,32,0,0
S3492,U696,2024-11-29 06:23:05,Cart,Mobile,Social,134,2,1
S3493,U232,2024-01-24 18:27:43,Product,Mobile,Direct,53,2,0
S3494,U590,2024-05-06 22:12:56,Home,Desktop,Direct,27,0,0
S3495,U745,2024-10-02 15:23:58,Product,Mobile,Direct,132,1,0
S3496,U979,2024-10-29 01:07:05,Home,Mobile,Direct,17,0,0
S3497,U680,2024-06-17 02:20:09,Product,Mobile,Direct,132,0,0
S3498,U680,2024-01-22 04:58:49,Product,Mobile,Ads,98,1,0
S3499,U209,2024-02-22 22:58:16,Product,Mobile,Social,117,2,0
S3500,U979,2024-06-01 19:31:15,Product,Mobile,Ads,125,2,0
S3501,U438,2024-08-14 03:53:52,Home,Desktop,Direct,11,0,0
S3502,U668,2024-12-31 00:41:37,Home,Desktop,Social,44,0,0
S3503,U170,2024-04-11 09:32:55,Product,Mobile,Direct,87,0,0
S3504,U506,2024-05-30 15:21:44,Home,Mobile,Social,50,0,0
S3505,U149,2024-12-09 16:57:56,Home,Desktop,Direct,53,0,0
